case_id,case_type,disputed_amount,court_level,taxpayer_category,legal_grounds,case_duration_days,prior_compliance_score,representation,num_prior_disputes,taxpayer_risk_score,outcome
KRA-CASE-00858,PAYE,85555121.95,High Court,Large Corporation,Transfer Pricing Dispute,422,86,Self-Represented,8,87,1
KRA-CASE-00859,PAYE,88316038.51,Tax Appeals Tribunal,SME,Procedural Error,1778,41,Legal Counsel,13,35,1
KRA-CASE-00860,VAT,68033338.87,Tax Appeals Tribunal,SME,Procedural Error,1507,28,Self-Represented,13,68,1
KRA-CASE-00861,Excise Duty,31658384.38,Tax Appeals Tribunal,SME,Procedural Error,1540,28,Tax Consultant,13,9,1
KRA-CASE-00862,Income Tax,19727837.93,Tax Appeals Tribunal,Individual,Incorrect Assessment,87,61,Legal Counsel,0,75,0
KRA-CASE-00863,Withholding Tax,93509327.12,High Court,Individual,Input Tax Credit,518,43,Tax Consultant,10,66,1
KRA-CASE-00864,Income Tax,94357580.34,High Court,Large Corporation,Incorrect Assessment,1310,57,Legal Counsel,2,7,1
KRA-CASE-00865,VAT,37770643.55,High Court,Large Corporation,Statute of Limitations,156,56,Self-Represented,13,8,1
KRA-CASE-00866,VAT,67772567.52,Tax Appeals Tribunal,SME,Valuation Dispute,852,12,Legal Counsel,13,29,1
KRA-CASE-00867,PAYE,78758107.11,High Court,SME,Input Tax Credit,1658,54,Tax Consultant,3,43,1
KRA-CASE-00868,Withholding Tax,93761605.98,High Court,SME,Exemption Claim,1233,24,Self-Represented,0,76,0
KRA-CASE-00869,Withholding Tax,6801069.99,High Court,Individual,Statute of Limitations,1335,65,Legal Counsel,13,61,1
KRA-CASE-00870,Withholding Tax,62104046.13,Tax Appeals Tribunal,Individual,Procedural Error,153,16,Legal Counsel,13,65,0
KRA-CASE-00871,Withholding Tax,75449644.82,Tax Appeals Tribunal,Multinational,Statute of Limitations,331,60,Legal Counsel,10,37,1
KRA-CASE-00872,Customs Duty,97028592.29,Tax Appeals Tribunal,Large Corporation,Statute of Limitations,147,30,Legal Counsel,1,54,1
KRA-CASE-00873,Customs Duty,19580942.61,Tax Appeals Tribunal,Multinational,Incorrect Assessment,729,24,Legal Counsel,14,76,0
KRA-CASE-00874,Withholding Tax,33147986.18,Tax Appeals Tribunal,Multinational,Transfer Pricing Dispute,887,42,Self-Represented,14,5,1
KRA-CASE-00875,Excise Duty,21979617.85,Tax Appeals Tribunal,Individual,Double Taxation,985,79,Legal Counsel,15,94,1
KRA-CASE-00876,Customs Duty,80736767.16,Tax Appeals Tribunal,SME,Procedural Error,773,1,Self-Represented,0,71,0
KRA-CASE-00877,VAT,14283077.21,Tax Appeals Tribunal,Large Corporation,Exemption Claim,119,3,Self-Represented,9,22,0
KRA-CASE-00878,Income Tax,88543953.84,High Court,SME,Double Taxation,395,25,Self-Represented,8,12,0
KRA-CASE-00879,VAT,83153001.34,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,723,26,Legal Counsel,7,47,1
KRA-CASE-00880,Customs Duty,66107826.09,Court of Appeal,Multinational,Valuation Dispute,1486,8,Self-Represented,4,24,1
KRA-CASE-00881,Income Tax,53278843.39,High Court,SME,Valuation Dispute,1332,31,Tax Consultant,6,68,1
KRA-CASE-00882,Customs Duty,78969299.55,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,1817,16,Tax Consultant,15,26,0
KRA-CASE-00883,Withholding Tax,8186699.8,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,372,65,Legal Counsel,11,63,1
KRA-CASE-00884,PAYE,46453514.39,Tax Appeals Tribunal,SME,Input Tax Credit,1495,63,Legal Counsel,12,81,1
KRA-CASE-00885,PAYE,64991239.29,Tax Appeals Tribunal,Multinational,Input Tax Credit,1797,30,Legal Counsel,9,54,1
KRA-CASE-00886,Excise Duty,57158470.16,Court of Appeal,SME,Incorrect Assessment,305,96,Self-Represented,14,66,1
KRA-CASE-00887,Customs Duty,23056248.94,Tax Appeals Tribunal,SME,Exemption Claim,902,57,Legal Counsel,13,47,1
KRA-CASE-00888,Excise Duty,31736191.55,Tax Appeals Tribunal,Individual,Double Taxation,573,82,Self-Represented,2,37,0
KRA-CASE-00889,PAYE,51303459.4,High Court,Large Corporation,Double Taxation,231,15,Self-Represented,1,69,0
KRA-CASE-00890,Income Tax,33409096.26,High Court,SME,Transfer Pricing Dispute,420,90,Legal Counsel,4,96,1
KRA-CASE-00891,Withholding Tax,73995109.54,Court of Appeal,Individual,Transfer Pricing Dispute,607,44,Tax Consultant,12,51,1
KRA-CASE-00892,PAYE,75792717.2,Tax Appeals Tribunal,Large Corporation,Statute of Limitations,1802,50,Legal Counsel,6,60,1
KRA-CASE-00893,Income Tax,51606743.78,High Court,Large Corporation,Input Tax Credit,727,10,Legal Counsel,6,54,1
KRA-CASE-00894,Withholding Tax,41797902.07,Tax Appeals Tribunal,Multinational,Procedural Error,797,17,Legal Counsel,4,39,1
KRA-CASE-00895,Withholding Tax,1017631.35,High Court,Large Corporation,Exemption Claim,491,53,Legal Counsel,12,97,0
KRA-CASE-00896,Withholding Tax,53783520.44,Tax Appeals Tribunal,Individual,Procedural Error,314,19,Tax Consultant,10,72,0
KRA-CASE-00897,Withholding Tax,79924620.47,Court of Appeal,SME,Valuation Dispute,810,26,Tax Consultant,2,68,1
KRA-CASE-00898,Excise Duty,18874450.88,Tax Appeals Tribunal,SME,Input Tax Credit,1338,38,Self-Represented,3,86,1
KRA-CASE-00899,PAYE,17804727.66,High Court,Large Corporation,Procedural Error,412,25,Self-Represented,12,36,1
KRA-CASE-00900,Income Tax,23342290.63,High Court,Individual,Procedural Error,784,66,Self-Represented,10,52,1
KRA-CASE-00901,Excise Duty,15745693.73,Tax Appeals Tribunal,SME,Input Tax Credit,1551,8,Legal Counsel,6,16,1
KRA-CASE-00902,Income Tax,31010229.77,High Court,Large Corporation,Statute of Limitations,1266,73,Tax Consultant,6,64,1
KRA-CASE-00903,Withholding Tax,68499351.12,Tax Appeals Tribunal,Individual,Statute of Limitations,942,8,Tax Consultant,7,67,1
KRA-CASE-00904,Customs Duty,91034738.77,High Court,SME,Procedural Error,1539,11,Legal Counsel,14,44,1
KRA-CASE-00905,Withholding Tax,84271815.42,High Court,SME,Statute of Limitations,880,31,Self-Represented,13,58,1
KRA-CASE-00906,Excise Duty,91087767.89,Tax Appeals Tribunal,SME,Valuation Dispute,1460,5,Legal Counsel,5,35,0
KRA-CASE-00907,Withholding Tax,53796867.43,High Court,Individual,Double Taxation,1040,52,Tax Consultant,3,47,0
KRA-CASE-00908,VAT,75551916.77,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,953,21,Legal Counsel,1,59,1
KRA-CASE-00909,VAT,7365889.43,High Court,Large Corporation,Valuation Dispute,733,95,Legal Counsel,6,50,1
KRA-CASE-00910,VAT,1123199.27,Tax Appeals Tribunal,Multinational,Exemption Claim,1402,95,Legal Counsel,14,8,1
KRA-CASE-00911,VAT,54865432.61,Tax Appeals Tribunal,Multinational,Statute of Limitations,994,35,Tax Consultant,5,2,1
KRA-CASE-00912,PAYE,10096486.35,Tax Appeals Tribunal,SME,Valuation Dispute,374,9,Legal Counsel,0,86,0
KRA-CASE-00913,Customs Duty,15391972.91,Tax Appeals Tribunal,Individual,Procedural Error,1412,68,Legal Counsel,1,81,1
KRA-CASE-00914,PAYE,64119168.32,High Court,Multinational,Valuation Dispute,1443,39,Legal Counsel,0,6,1
KRA-CASE-00915,Excise Duty,76723068.13,Court of Appeal,SME,Double Taxation,439,11,Self-Represented,0,1,1
KRA-CASE-00916,Customs Duty,82061628.59,High Court,Individual,Incorrect Assessment,1662,85,Self-Represented,5,5,1
KRA-CASE-00917,Excise Duty,51274385.06,High Court,SME,Double Taxation,1309,26,Tax Consultant,12,54,1
KRA-CASE-00918,VAT,23279193.37,Tax Appeals Tribunal,SME,Procedural Error,853,83,Legal Counsel,12,27,1
KRA-CASE-00919,Excise Duty,22048614.56,High Court,SME,Exemption Claim,119,8,Tax Consultant,13,38,1
KRA-CASE-00920,PAYE,49982623.66,Court of Appeal,Large Corporation,Statute of Limitations,545,12,Legal Counsel,12,86,1
KRA-CASE-00921,Withholding Tax,13336497.04,Tax Appeals Tribunal,Large Corporation,Exemption Claim,1773,85,Legal Counsel,10,2,1
KRA-CASE-00922,PAYE,91214720.34,Tax Appeals Tribunal,SME,Double Taxation,1061,75,Legal Counsel,0,29,1
KRA-CASE-00923,VAT,61654050.03,High Court,SME,Valuation Dispute,1580,31,Legal Counsel,1,17,1
KRA-CASE-00924,Customs Duty,49897711.87,Tax Appeals Tribunal,SME,Procedural Error,517,92,Legal Counsel,14,94,1
KRA-CASE-00925,Customs Duty,13469987.84,Tax Appeals Tribunal,Large Corporation,Procedural Error,1096,53,Legal Counsel,9,96,1
KRA-CASE-00926,VAT,22939551.7,High Court,SME,Double Taxation,1134,6,Tax Consultant,7,87,1
KRA-CASE-00927,Withholding Tax,71964246.86,High Court,SME,Exemption Claim,405,56,Legal Counsel,2,62,1
KRA-CASE-00928,VAT,95368435.93,Tax Appeals Tribunal,Multinational,Double Taxation,287,11,Self-Represented,6,30,1
KRA-CASE-00929,PAYE,7862543.13,High Court,SME,Double Taxation,531,54,Self-Represented,7,38,1
KRA-CASE-00930,Customs Duty,57663361.95,Court of Appeal,Individual,Input Tax Credit,193,46,Legal Counsel,5,60,1
KRA-CASE-00931,Excise Duty,42298590.87,High Court,SME,Statute of Limitations,1708,61,Self-Represented,12,54,1
KRA-CASE-00932,VAT,75897889.32,Court of Appeal,SME,Statute of Limitations,1162,93,Self-Represented,12,59,1
KRA-CASE-00933,Customs Duty,45387630.43,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,712,17,Legal Counsel,6,19,0
KRA-CASE-00934,Income Tax,467846.04,High Court,Large Corporation,Exemption Claim,1036,51,Tax Consultant,12,95,1
KRA-CASE-00935,Customs Duty,38434540.51,Tax Appeals Tribunal,Multinational,Incorrect Assessment,867,4,Tax Consultant,3,49,1
KRA-CASE-00936,PAYE,16278120.21,High Court,Multinational,Exemption Claim,1073,90,Legal Counsel,11,89,1
KRA-CASE-00937,VAT,65108088.15,Court of Appeal,Large Corporation,Double Taxation,1008,4,Tax Consultant,11,80,1
KRA-CASE-00938,Withholding Tax,67658738.6,High Court,Large Corporation,Transfer Pricing Dispute,1269,58,Tax Consultant,4,32,1
KRA-CASE-00939,Income Tax,60234825.23,Court of Appeal,Large Corporation,Procedural Error,269,98,Self-Represented,12,50,1
KRA-CASE-00940,Withholding Tax,58636734.84,Court of Appeal,SME,Double Taxation,1824,54,Self-Represented,13,32,1
KRA-CASE-00941,Withholding Tax,30256845.62,Court of Appeal,Large Corporation,Valuation Dispute,1230,39,Legal Counsel,2,13,1
KRA-CASE-00942,Withholding Tax,57282538.95,High Court,Large Corporation,Transfer Pricing Dispute,1563,26,Tax Consultant,12,89,1
KRA-CASE-00943,Customs Duty,691709.66,Tax Appeals Tribunal,SME,Incorrect Assessment,173,99,Legal Counsel,13,83,0
KRA-CASE-00944,Customs Duty,73317571.48,Tax Appeals Tribunal,SME,Statute of Limitations,435,62,Self-Represented,3,57,1
KRA-CASE-00945,PAYE,81446326.97,Tax Appeals Tribunal,Individual,Statute of Limitations,1687,97,Self-Represented,13,56,1
KRA-CASE-00946,Withholding Tax,91301491.87,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,630,10,Legal Counsel,8,8,1
KRA-CASE-00947,Customs Duty,3015181.84,Tax Appeals Tribunal,SME,Incorrect Assessment,49,7,Legal Counsel,0,85,0
KRA-CASE-00948,PAYE,78931256.42,Tax Appeals Tribunal,Individual,Procedural Error,799,77,Legal Counsel,8,62,1
KRA-CASE-00949,Excise Duty,75703318.21,High Court,SME,Exemption Claim,675,30,Tax Consultant,12,48,0
KRA-CASE-00950,PAYE,5771292.32,Tax Appeals Tribunal,SME,Incorrect Assessment,36,58,Tax Consultant,12,92,0
KRA-CASE-00951,Income Tax,2616758.71,Tax Appeals Tribunal,SME,Double Taxation,784,57,Legal Counsel,15,65,1
KRA-CASE-00952,Excise Duty,66039829.61,Tax Appeals Tribunal,Large Corporation,Exemption Claim,64,81,Legal Counsel,1,94,0
KRA-CASE-00953,Customs Duty,67809045.49,Tax Appeals Tribunal,SME,Incorrect Assessment,743,54,Tax Consultant,15,84,1
KRA-CASE-00954,Withholding Tax,90525016.07,High Court,SME,Double Taxation,1488,18,Tax Consultant,1,16,0
KRA-CASE-00955,Excise Duty,79692235.0,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,374,57,Tax Consultant,15,84,1
KRA-CASE-00956,PAYE,24128116.28,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,246,55,Tax Consultant,0,20,1
KRA-CASE-00957,Customs Duty,90269719.46,High Court,Individual,Transfer Pricing Dispute,1393,60,Tax Consultant,3,85,1
KRA-CASE-00958,Income Tax,92277481.87,High Court,SME,Exemption Claim,1815,28,Tax Consultant,2,82,0
KRA-CASE-00959,Customs Duty,37732181.73,High Court,Large Corporation,Valuation Dispute,1369,82,Tax Consultant,13,29,1
KRA-CASE-00960,Income Tax,25946440.16,Tax Appeals Tribunal,Individual,Exemption Claim,1546,75,Tax Consultant,3,73,1
KRA-CASE-00961,Customs Duty,12785375.77,Tax Appeals Tribunal,SME,Procedural Error,666,7,Legal Counsel,6,49,1
KRA-CASE-00962,Excise Duty,31998316.76,Tax Appeals Tribunal,Large Corporation,Statute of Limitations,1094,84,Legal Counsel,7,13,1
KRA-CASE-00963,Excise Duty,968392.77,High Court,SME,Transfer Pricing Dispute,1744,28,Legal Counsel,14,18,1
KRA-CASE-00964,PAYE,28375112.89,High Court,Large Corporation,Procedural Error,1256,40,Legal Counsel,3,35,1
KRA-CASE-00965,Withholding Tax,57418496.71,High Court,Individual,Transfer Pricing Dispute,1472,48,Self-Represented,10,19,1
KRA-CASE-00966,Withholding Tax,21100777.91,High Court,Large Corporation,Procedural Error,1802,99,Self-Represented,15,93,1
KRA-CASE-00967,Excise Duty,29945222.64,High Court,Multinational,Statute of Limitations,74,70,Legal Counsel,13,86,1
KRA-CASE-00968,Excise Duty,99031914.28,High Court,SME,Transfer Pricing Dispute,608,89,Tax Consultant,12,12,1
KRA-CASE-00969,Income Tax,32375687.63,High Court,Multinational,Procedural Error,1770,90,Legal Counsel,5,73,1
KRA-CASE-00970,Income Tax,44216279.87,Tax Appeals Tribunal,Multinational,Double Taxation,476,95,Self-Represented,0,46,1
KRA-CASE-00971,Withholding Tax,85621322.52,Tax Appeals Tribunal,Large Corporation,Statute of Limitations,801,54,Legal Counsel,5,7,1
KRA-CASE-00972,VAT,35590606.19,Tax Appeals Tribunal,Multinational,Incorrect Assessment,1085,83,Legal Counsel,13,19,1
KRA-CASE-00973,Withholding Tax,72268914.23,Tax Appeals Tribunal,Individual,Valuation Dispute,1030,38,Legal Counsel,5,83,0
KRA-CASE-00974,Withholding Tax,37568395.49,High Court,Large Corporation,Incorrect Assessment,1622,59,Tax Consultant,12,35,1
KRA-CASE-00975,Withholding Tax,65336887.62,Tax Appeals Tribunal,Individual,Incorrect Assessment,279,62,Legal Counsel,7,2,1
KRA-CASE-00976,PAYE,57319541.79,Tax Appeals Tribunal,SME,Incorrect Assessment,1656,75,Self-Represented,15,82,1
KRA-CASE-00977,Withholding Tax,43393965.04,Tax Appeals Tribunal,Individual,Incorrect Assessment,1491,68,Self-Represented,0,50,1
KRA-CASE-00978,PAYE,81755411.18,High Court,SME,Incorrect Assessment,1092,74,Legal Counsel,3,96,1
KRA-CASE-00979,Income Tax,96569820.32,High Court,Individual,Statute of Limitations,40,71,Legal Counsel,10,15,1
KRA-CASE-00980,VAT,12925158.25,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,1773,96,Self-Represented,3,64,0
KRA-CASE-00981,Customs Duty,36387786.09,Tax Appeals Tribunal,SME,Procedural Error,538,38,Self-Represented,9,84,0
KRA-CASE-00982,PAYE,44519782.74,Tax Appeals Tribunal,Large Corporation,Exemption Claim,1271,68,Legal Counsel,3,84,0
KRA-CASE-00983,VAT,23748180.54,Tax Appeals Tribunal,SME,Double Taxation,304,77,Legal Counsel,11,35,1
KRA-CASE-00984,Income Tax,72923985.21,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,811,83,Tax Consultant,12,58,1
KRA-CASE-00985,VAT,94476811.33,High Court,Multinational,Statute of Limitations,1127,26,Self-Represented,8,81,0
KRA-CASE-00986,Withholding Tax,64574844.02,High Court,SME,Statute of Limitations,889,19,Legal Counsel,13,48,1
KRA-CASE-00987,VAT,96403569.23,Tax Appeals Tribunal,SME,Incorrect Assessment,1430,70,Legal Counsel,10,81,1
KRA-CASE-00988,VAT,36313807.49,Tax Appeals Tribunal,SME,Double Taxation,590,1,Self-Represented,7,48,0
KRA-CASE-00989,VAT,78284225.18,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,1235,62,Self-Represented,11,89,1
KRA-CASE-00990,PAYE,86546565.03,Tax Appeals Tribunal,Large Corporation,Procedural Error,379,40,Tax Consultant,12,23,1
KRA-CASE-00991,Customs Duty,80618195.35,High Court,Large Corporation,Valuation Dispute,1006,75,Self-Represented,0,87,1
KRA-CASE-00992,PAYE,71336605.0,High Court,Individual,Transfer Pricing Dispute,138,92,Legal Counsel,11,90,1
KRA-CASE-00993,Income Tax,67837611.75,Tax Appeals Tribunal,SME,Input Tax Credit,754,59,Legal Counsel,8,54,1
KRA-CASE-00994,PAYE,94170617.09,High Court,Large Corporation,Transfer Pricing Dispute,1331,11,Tax Consultant,13,98,1
KRA-CASE-00995,Customs Duty,84532298.51,High Court,Individual,Double Taxation,221,21,Legal Counsel,2,95,0
KRA-CASE-00996,Customs Duty,55438269.5,Tax Appeals Tribunal,Multinational,Valuation Dispute,1416,65,Tax Consultant,4,61,1
KRA-CASE-00997,Excise Duty,51525398.13,Court of Appeal,Multinational,Incorrect Assessment,860,1,Legal Counsel,0,91,1
KRA-CASE-00998,Excise Duty,70274041.79,High Court,Individual,Procedural Error,1273,57,Tax Consultant,7,22,1
KRA-CASE-00999,VAT,36736741.16,Tax Appeals Tribunal,SME,Procedural Error,895,63,Legal Counsel,11,14,0
KRA-CASE-01000,Customs Duty,91408815.24,Tax Appeals Tribunal,SME,Incorrect Assessment,624,38,Legal Counsel,8,27,1
KRA-CASE-01001,VAT,73815670.93,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,1346,65,Tax Consultant,1,59,1
KRA-CASE-01002,PAYE,84842760.43,Tax Appeals Tribunal,Individual,Input Tax Credit,702,38,Legal Counsel,0,44,1
KRA-CASE-01003,Withholding Tax,18656462.75,Tax Appeals Tribunal,Individual,Input Tax Credit,434,10,Legal Counsel,4,52,1
KRA-CASE-01004,VAT,91315255.79,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,493,60,Legal Counsel,9,46,1
KRA-CASE-01005,Excise Duty,89224728.91,Tax Appeals Tribunal,SME,Input Tax Credit,1374,56,Self-Represented,11,95,1
KRA-CASE-01006,Excise Duty,630731.36,High Court,Large Corporation,Incorrect Assessment,418,36,Self-Represented,12,53,1
KRA-CASE-01007,Withholding Tax,33154790.4,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,1392,34,Self-Represented,15,70,0
KRA-CASE-01008,Excise Duty,79992017.54,High Court,SME,Valuation Dispute,1057,92,Tax Consultant,12,16,1
KRA-CASE-01009,VAT,95769975.52,High Court,Individual,Exemption Claim,1054,1,Tax Consultant,7,6,1
KRA-CASE-01010,Withholding Tax,82992084.23,Tax Appeals Tribunal,SME,Procedural Error,919,61,Legal Counsel,15,10,1
KRA-CASE-01011,Excise Duty,24812342.56,Tax Appeals Tribunal,SME,Double Taxation,605,98,Self-Represented,8,89,0
KRA-CASE-01012,Income Tax,66649728.27,Tax Appeals Tribunal,SME,Incorrect Assessment,1465,93,Legal Counsel,5,24,0
KRA-CASE-01013,PAYE,62909345.48,Tax Appeals Tribunal,Individual,Valuation Dispute,108,35,Tax Consultant,4,54,1
KRA-CASE-01014,VAT,61665912.45,Tax Appeals Tribunal,Individual,Valuation Dispute,1105,39,Legal Counsel,7,28,1
KRA-CASE-01015,Customs Duty,42636281.9,Tax Appeals Tribunal,SME,Procedural Error,653,14,Legal Counsel,8,44,1
KRA-CASE-01016,Withholding Tax,41836516.28,Tax Appeals Tribunal,Individual,Procedural Error,31,6,Legal Counsel,10,27,0
KRA-CASE-01017,Customs Duty,47232213.51,Court of Appeal,Individual,Statute of Limitations,546,62,Legal Counsel,9,14,1
KRA-CASE-01018,VAT,66911306.66,High Court,Large Corporation,Statute of Limitations,708,46,Legal Counsel,11,95,1
KRA-CASE-01019,PAYE,52909763.26,Tax Appeals Tribunal,Large Corporation,Double Taxation,1226,49,Self-Represented,3,16,0
KRA-CASE-01020,Withholding Tax,74271614.3,Tax Appeals Tribunal,SME,Double Taxation,425,90,Legal Counsel,3,9,1
KRA-CASE-01021,PAYE,61920086.39,Tax Appeals Tribunal,SME,Double Taxation,1122,92,Self-Represented,4,24,0
KRA-CASE-01022,Excise Duty,55072043.42,Tax Appeals Tribunal,Multinational,Exemption Claim,779,57,Legal Counsel,3,55,1
KRA-CASE-01023,VAT,48307920.8,Tax Appeals Tribunal,Multinational,Procedural Error,371,76,Legal Counsel,4,37,1
KRA-CASE-01024,VAT,95582502.02,Tax Appeals Tribunal,Multinational,Double Taxation,1546,50,Legal Counsel,2,21,0
KRA-CASE-01025,Excise Duty,75085242.75,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,1273,34,Legal Counsel,0,20,0
KRA-CASE-01026,PAYE,21819881.82,High Court,Multinational,Input Tax Credit,1061,90,Legal Counsel,8,38,1
KRA-CASE-01027,Income Tax,29671550.5,Tax Appeals Tribunal,Individual,Double Taxation,123,68,Legal Counsel,1,81,1
KRA-CASE-01028,Income Tax,94207497.77,Tax Appeals Tribunal,Individual,Procedural Error,1345,31,Tax Consultant,6,68,0
KRA-CASE-01029,VAT,189926.15,Tax Appeals Tribunal,Large Corporation,Exemption Claim,694,10,Tax Consultant,8,92,0
KRA-CASE-01030,Income Tax,40863871.08,High Court,SME,Procedural Error,1311,1,Tax Consultant,7,93,0
KRA-CASE-01031,Customs Duty,17714687.15,Court of Appeal,SME,Incorrect Assessment,1509,95,Legal Counsel,8,80,1
KRA-CASE-01032,Withholding Tax,60453951.9,Tax Appeals Tribunal,SME,Exemption Claim,580,26,Legal Counsel,12,19,1
KRA-CASE-01033,Excise Duty,23210728.11,High Court,SME,Input Tax Credit,221,63,Self-Represented,5,22,0
KRA-CASE-01034,Income Tax,56987315.61,Court of Appeal,Individual,Transfer Pricing Dispute,73,39,Self-Represented,5,50,1
KRA-CASE-01035,Withholding Tax,60801816.58,Tax Appeals Tribunal,Individual,Double Taxation,961,82,Tax Consultant,3,92,1
KRA-CASE-01036,PAYE,13772264.96,High Court,Individual,Incorrect Assessment,803,49,Self-Represented,0,97,0
KRA-CASE-01037,Withholding Tax,93471039.64,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,322,80,Legal Counsel,0,13,1
KRA-CASE-01038,PAYE,73626344.45,Tax Appeals Tribunal,Large Corporation,Double Taxation,315,61,Tax Consultant,14,20,0
KRA-CASE-01039,Customs Duty,33209044.15,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,1315,69,Self-Represented,1,13,1
KRA-CASE-01040,PAYE,29709012.2,Tax Appeals Tribunal,Large Corporation,Statute of Limitations,32,28,Self-Represented,13,49,0
KRA-CASE-01041,Income Tax,35363325.69,Tax Appeals Tribunal,Multinational,Valuation Dispute,1436,91,Tax Consultant,3,62,1
KRA-CASE-01042,Income Tax,99077266.94,Tax Appeals Tribunal,Multinational,Transfer Pricing Dispute,761,9,Legal Counsel,3,46,1
KRA-CASE-01043,VAT,89563869.77,High Court,Individual,Exemption Claim,1258,23,Legal Counsel,4,85,1
KRA-CASE-01044,Withholding Tax,30191298.49,High Court,SME,Incorrect Assessment,585,63,Legal Counsel,8,91,1
KRA-CASE-01045,VAT,78896169.83,High Court,Multinational,Statute of Limitations,685,18,Legal Counsel,15,8,1
KRA-CASE-01046,VAT,57805395.81,Court of Appeal,SME,Incorrect Assessment,691,16,Self-Represented,12,45,1
KRA-CASE-01047,Customs Duty,49445937.32,Tax Appeals Tribunal,Multinational,Exemption Claim,313,83,Tax Consultant,12,53,1
KRA-CASE-01048,PAYE,49735374.33,Tax Appeals Tribunal,SME,Double Taxation,817,10,Legal Counsel,13,67,1
KRA-CASE-01049,PAYE,77670426.15,High Court,Individual,Incorrect Assessment,511,46,Self-Represented,0,46,1
KRA-CASE-01050,PAYE,47418938.7,Tax Appeals Tribunal,Individual,Exemption Claim,769,99,Tax Consultant,9,58,1
KRA-CASE-01051,Income Tax,83533470.99,Tax Appeals Tribunal,Multinational,Valuation Dispute,526,26,Tax Consultant,1,95,1
KRA-CASE-01052,Income Tax,11767719.14,High Court,Individual,Procedural Error,1455,54,Legal Counsel,3,84,1
KRA-CASE-01053,PAYE,7423341.05,High Court,Multinational,Procedural Error,330,46,Self-Represented,7,9,0
KRA-CASE-01054,VAT,56939856.31,High Court,Individual,Statute of Limitations,992,95,Self-Represented,9,60,0
KRA-CASE-01055,Excise Duty,72269614.19,Tax Appeals Tribunal,Large Corporation,Procedural Error,617,14,Self-Represented,1,77,1
KRA-CASE-01056,Income Tax,50354377.51,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,1164,91,Tax Consultant,9,90,1
KRA-CASE-01057,Income Tax,42395842.65,Tax Appeals Tribunal,Multinational,Valuation Dispute,286,95,Legal Counsel,1,28,1
KRA-CASE-01058,Excise Duty,18410192.58,High Court,SME,Incorrect Assessment,1702,88,Legal Counsel,10,83,1
KRA-CASE-01059,Withholding Tax,40539732.5,Tax Appeals Tribunal,Individual,Exemption Claim,1354,54,Self-Represented,3,13,0
KRA-CASE-01060,VAT,36302027.83,High Court,SME,Double Taxation,607,20,Legal Counsel,2,27,1
KRA-CASE-01061,PAYE,1147152.46,Court of Appeal,Individual,Double Taxation,1337,4,Legal Counsel,2,72,1
KRA-CASE-01062,PAYE,4535210.09,Court of Appeal,SME,Procedural Error,674,11,Tax Consultant,0,45,0
KRA-CASE-01063,Customs Duty,95875965.34,Tax Appeals Tribunal,SME,Valuation Dispute,1516,45,Tax Consultant,3,42,0
KRA-CASE-01064,Excise Duty,89656292.47,Tax Appeals Tribunal,SME,Statute of Limitations,78,75,Tax Consultant,15,75,0
KRA-CASE-01065,VAT,29047432.13,Tax Appeals Tribunal,SME,Incorrect Assessment,1501,29,Tax Consultant,4,98,0
KRA-CASE-01066,Withholding Tax,16146650.3,Court of Appeal,SME,Exemption Claim,946,100,Self-Represented,9,46,0
KRA-CASE-01067,PAYE,85602457.67,Tax Appeals Tribunal,Multinational,Valuation Dispute,519,26,Tax Consultant,2,19,1
KRA-CASE-01068,PAYE,62797575.15,Tax Appeals Tribunal,Large Corporation,Statute of Limitations,1599,39,Legal Counsel,2,63,1
KRA-CASE-01069,VAT,45508045.36,Tax Appeals Tribunal,SME,Incorrect Assessment,603,73,Legal Counsel,2,9,1
KRA-CASE-01070,Income Tax,71079970.44,Tax Appeals Tribunal,Multinational,Transfer Pricing Dispute,1592,56,Legal Counsel,4,15,1
KRA-CASE-01071,PAYE,48851486.59,Tax Appeals Tribunal,SME,Valuation Dispute,1785,79,Tax Consultant,4,56,1
KRA-CASE-01072,Customs Duty,51272301.23,High Court,SME,Incorrect Assessment,1427,52,Legal Counsel,8,87,1
KRA-CASE-01073,VAT,62080341.7,High Court,Large Corporation,Double Taxation,1463,71,Self-Represented,3,37,1
KRA-CASE-01074,Excise Duty,15862670.11,Tax Appeals Tribunal,Individual,Valuation Dispute,1820,59,Legal Counsel,11,59,1
